make,model,year,driveTrain,cylinders,engineTorque,engineType,interiorColor,exteriorColor,horsepower,mileage,mpgHighway,mpgCity,state,transmission,vehicleSize,types,basePrice,body
Infiniti,QX50,2019,2WD,4,280,Turbo Gas,Black,White,268,30415,31,24,Texas,Automatic,Mid-size,"Crossovers,Sport Utilities,Wagons",34998.0,4D Sport Utility
Chevrolet,Cruze,2017,2WD,4,,,Black,Black,,25026,,,Texas,Automatic,Compact,Sedans,17998.0,4D Sedan
Honda,HR-V,2016,2WD,4,127,Gas,Black,Black,141,63385,35,28,Texas,Automatic,,Sport Utilities,18998.0,4D Sport Utility
Jeep,Compass,2018,4WD,4,175,Gas,Black,Black,180,21431,30,22,Texas,Automatic,Compact,"Crossovers,Sport Utilities",27998.0,4D Sport Utility
Honda,Pilot,2016,2WD,6,262,Gas,Tan,White,280,23197,27,20,Texas,Automatic,Mid-size,"Crossovers,Sport Utilities",33998.0,4D Sport Utility
Nissan,Armada,2018,4WD,8,394,Gas,Black,Gray,390,46483,18,13,Texas,Automatic,Full-size,Sport Utilities,35998.0,4D Sport Utility
BMW,X3,2019,2WD,4,258,Turbo Gas,Black,White,248,26549,30,23,Texas,Automatic,Compact,"Crossovers,Luxury Vehicles,Sport Utilities",36998.0,4D Sport Utility
Toyota,Camry,2020,2WD,4,184,Gas,Gray,Gray,203,10117,,28,Texas,Automatic,Mid-size,Sedans,26998.0,4D Sedan
Subaru,Outback,2019,4WD,4,174,Gas,Tan,White,175,35435,32,25,Texas,Automatic,Mid-size,"Sport Utilities,Wagons",30998.0,4D Wagon
Nissan,Titan,2017,4WD,8,394,Gas,Black,Red,390,62375,21,15,Texas,Automatic,Full-size,Pickup Trucks,36998.0,4D Crew Cab
Ford,Expedition,2017,4WD,6,420,Turbo Gas,Tan,White,365,49511,20,15,Texas,Automatic,Full-size,Sport Utilities,37998.0,4D Sport Utility
Jeep,Compass,2016,2WD,4,141,Gas,Black,Gray,158,30251,30,23,Texas,Manual 5 Speed,Compact,"Crossovers,Sport Utilities",16998.0,4D Sport Utility
Honda,CR-V,2014,2WD,4,163,Gas,Black,Brown,185,96275,31,23,Texas,Automatic,Compact,"Crossovers,Sport Utilities",17998.0,4D Sport Utility
Ford,F150,2019,2WD,6,265,Gas,Gray,Silver,290,38776,25,19,Texas,Automatic,Full-size,Pickup Trucks,34998.0,4D Crew Cab
Ford,F150,2020,2WD,6,400,Turbo Gas,Black,Gray,325,19639,,,Texas,Automatic,Full-size,Pickup Trucks,35998.0,4D Crew Cab
Kia,Telluride,2021,4WD,6,,,Brown,Black,,19140,,,Texas,Automatic,,Sport Utilities,51998.0,4D Sport Utility
Ford,F150,2018,2WD,6,,,Gray,Blue,,12256,,,Texas,Automatic,Full-size,Pickup Trucks,34998.0,4D Crew Cab
Kia,Soul,2011,2WD,4,137,Gas,Black,Gray,142,78287,30,24,Texas,Manual 5 Speed,Compact,"Sport Utilities,Wagons",12599.0,4D Wagon
GMC,Yukon,2011,2WD,8,335,Gas,Black,White,320,92325,21,15,Texas,Automatic,Full-size,Sport Utilities,24998.0,4D Sport Utility
Ford,F150,2014,2WD,8,380,Gas,Tan,Red,360,110065,21,15,Texas,Automatic,Full-size,Pickup Trucks,26998.0,4D Crew Cab
Chevrolet,Corvette,2017,2WD,8,465,Gas,Black,Black,460,37254,25,16,Texas,Automatic,Compact,"Coupes,Sports Cars",59998.0,2D Coupe
Nissan,Sentra,2017,2WD,4,125,Gas,Black,Red,124,38545,37,29,Louisiana,Automatic,Compact,Sedans,17998.0,4D Sedan
Chrysler,300,2016,2WD,6,260,Gas,Black,Black,292,98540,31,19,Louisiana,Automatic,Full-size,Sedans,19998.0,4D Sedan
Honda,Civic,2014,2WD,4,,,Gray,Red,,66824,,,Louisiana,Automatic,Compact,Coupes,16998.0,2D Coupe
Ford,F150,2020,4WD,6,510,Turbo Gas,Black,Blue,450,13554,18,,Oklahoma,Automatic,Full-size,Pickup Trucks,74998.0,4D Crew Cab
Ford,F150,2018,2WD,6,265,Gas,Tan,White,290,37554,25,20,Oklahoma,Automatic,Full-size,Pickup Trucks,32998.0,4D Crew Cab
Ford,F150,2017,4WD,8,387,Gas,Black,Silver,385,96595,21,15,Oklahoma,Automatic,Full-size,Pickup Trucks,36998.0,4D Crew Cab
Volvo,S90,2018,2WD,4,258,Turbo Gas,Brown,White,250,54089,,,Oklahoma,Automatic,Full-size,"Luxury Vehicles,Sedans",30998.0,4D Sedan
Chevrolet,Malibu,2017,2WD,4,184,Turbo Gas,Gray,Black,160,37551,36,27,Oklahoma,Automatic,Mid-size,Sedans,20998.0,4D Sedan
Jeep,Grand Cherokee,2016,2WD,6,260,Gas,Black,Silver,293,54292,26,19,Texas,Automatic,Mid-size,Sport Utilities,28998.0,4D Sport Utility
Land Rover,Range Rover Evoque,2017,4WD,4,250,Turbo Gas,Gray,Black,240,29539,29,21,Texas,Automatic,Compact,"Luxury Vehicles,Sport Utilities",33998.0,4D Sport Utility
Ford,Explorer,2018,4WD,6,350,Turbo Gas,Black,White,365,54032,22,16,Texas,Automatic,Mid-size,Sport Utilities,36998.0,4D Sport Utility
Subaru,XV Crosstrek,2016,4WD,4,145,Gas,Black,Blue,148,56377,34,26,Texas,Automatic,Compact,"Sport Utilities,Wagons",23998.0,4D Wagon
Honda,Civic,2020,2WD,4,138,Gas,Black,Black,158,43281,38,30,Texas,Automatic,Compact,Sedans,21998.0,4D Sedan
Mazda,CX-5,2016,2WD,4,185,Gas,Black,Red,184,25778,33,26,Texas,Automatic,Compact,"Crossovers,Sport Utilities",23998.0,4D Sport Utility
Kia,Soul,2021,2WD,4,132,Gas,Black,Black,147,6370,,,Texas,Automatic,Compact,Wagons,22998.0,4D Wagon
Ford,Mustang,2020,2WD,8,420,Gas,Black,Gray,460,19658,24,,Texas,Manual 6 Speed,Mid-size,"Coupes,Sports Cars",37998.0,2D Coupe
Chevrolet,Silverado 1500,2016,2WD,6,,Hybrid,Black,Blue,,43061,24,18,Texas,Automatic,Full-size,Pickup Trucks,33998.0,4D Crew Cab
Lexus,GX 460,2015,4WD,8,329,Gas,Tan,Black,301,72625,20,15,Texas,Automatic,Mid-size,"Luxury Vehicles,Sport Utilities",36998.0,4D Sport Utility
Honda,Accord Hybrid,2020,2WD,4,129,Hybrid,Black,Gray,212,30927,47,48,Texas,Automatic,Mid-size,"Sedans,Hybrids",29998.0,4D Sedan
Toyota,Sienna,2017,2WD,6,263,Gas,Gray,Black,296,48143,27,19,Texas,Automatic,Mid-size,Minivans and Vans,27998.0,4D Pass Van
Kia,Optima,2018,2WD,4,178,Gas,Black,White,185,76594,36,25,Texas,Automatic,Mid-size,Sedans,18998.0,4D Sedan
Ram,2500,2017,2WD,8,429,Gas,Black,Silver,410,10147,,,Texas,Automatic,,Pickup Trucks,47998.0,4D Crew Cab
Chevrolet,Silverado 1500,2018,4WD,8,383,Gas,Black,Black,355,35156,22,16,Texas,Automatic,Full-size,Pickup Trucks,35998.0,4D Crew Cab
Jaguar,XE,2018,2WD,4,,,Black,Black,,20551,,,Texas,Automatic,Full-size,Sedans,31998.0,4D Sedan
Subaru,Forester,2020,4WD,4,176,Gas,Black,Black,182,2079,33,26,Texas,Automatic,Mid-size,"Crossovers,Sport Utilities",37998.0,4D Sport Utility
Lincoln,Continental,2019,2WD,4,,,Tan,White,,10060,,,Texas,Automatic,Full-size,Sedans,45998.0,4D Sedan
Ford,F150,2014,4WD,6,,,Black,Gray,,100300,,,Texas,Automatic,Full-size,Pickup Trucks,31998.0,4D Crew Cab
Ford,Flex,2012,2WD,6,248,Gas,Tan,White,262,94324,24,17,Texas,Automatic,Mid-size,Sport Utilities,17998.0,4D Sport Utility
Porsche,911,2012,2WD,6,,,Black,Black,,36095,,,Texas,Automatic,Compact,"Luxury Vehicles,Coupes,Sports Cars",75998.0,2D Coupe
Toyota,Tundra,2016,2WD,8,401,Gas,Gray,White,381,76525,18,13,Texas,Automatic,Full-size,Pickup Trucks,37998.0,4D Crew Cab
Lexus,LX 570,2019,4WD,8,403,Gas,Black,White,383,19850,18,13,Louisiana,Automatic,Full-size,"Luxury Vehicles,Sport Utilities",80998.0,4D Sport Utility
Jeep,Grand Cherokee,2015,4WD,6,260,Gas,Black,White,290,48300,24,17,Louisiana,Automatic,Mid-size,Sport Utilities,28998.0,4D Sport Utility
Lexus,ES 350,2021,2WD,4,,,Black,White,,5415,,,Louisiana,Automatic,Mid-size,Sedans,46998.0,4D Sedan
Kia,Cadenza,2017,2WD,6,253,Gas,Black,Gray,290,50564,28,20,Oklahoma,Automatic,Full-size,Sedans,21998.0,4D Sedan
Honda,Odyssey,2020,2WD,6,262,Gas,Gray,Brown,280,4298,28,19,Oklahoma,Automatic,Mid-size,Minivans and Vans,43998.0,4D Pass Van
Jeep,Patriot,2017,4WD,4,165,Gas,Black,White,172,47116,25,20,Oklahoma,Automatic,Compact,"Crossovers,Sport Utilities",18998.0,4D Sport Utility
Ford,Mustang,2017,2WD,6,280,Gas,Gray,Red,300,48144,27,18,Oklahoma,Automatic,Mid-size,"Coupes,Sports Cars",24998.0,2D Coupe
Chevrolet,Traverse,2017,2WD,6,266,Gas,Gray,Blue,281,42736,22,15,Texas,Automatic,Mid-size,Sport Utilities,27998.0,4D Sport Utility
Hyundai,Sonata,2019,2WD,4,178,Gas,Gray,Silver,185,17349,33,25,Texas,Automatic,Mid-size,Sedans,23998.0,4D Sedan
Buick,Encore,2015,2WD,4,148,Turbo Gas,Black,Red,138,55559,33,25,Texas,Automatic,Compact,"Crossovers,Luxury Vehicles,Sport Utilities",17998.0,4D Sport Utility
GMC,Sierra 1500,2018,2WD,8,383,Gas,Black,Black,355,8074,23,16,Texas,Automatic,Full-size,Pickup Trucks,44998.0,4D Crew Cab
Jeep,Wrangler,2018,4WD,6,260,Gas,Black,Gray,285,28680,21,16,Texas,Automatic,Compact,Sport Utilities,36998.0,4D Sport Utility
Volkswagen,Tiguan,2014,2WD,4,,,Black,Silver,,74675,,,Texas,Automatic,Compact,"Luxury Vehicles,Sport Utilities",17998.0,4D Sport Utility
Mazda,CX-9,2018,2WD,4,310,Turbo Gas,Black,Silver,227,34831,28,22,Texas,Automatic,Full-size,"Crossovers,Sport Utilities",28998.0,4D Sport Utility
Chevrolet,Traverse,2018,2WD,6,266,Gas,Black,Gray,310,15129,27,18,Texas,Automatic,Mid-size,Sport Utilities,35998.0,4D Sport Utility
Lexus,RX 350,2019,2WD,6,267,Gas,Red,Silver,295,19068,28,20,Texas,Automatic,Mid-size,"Crossovers,Luxury Vehicles,Sport Utilities",45998.0,4D Sport Utility
Mazda,MX-5 Miata,2017,2WD,4,148,Gas,Black,Red,155,12605,33,26,Texas,Manual 6 Speed,Compact,"Convertibles,Sports Cars",23998.0,2D Convertible
GMC,Terrain,2017,2WD,6,272,Gas,Black,White,301,61464,31,21,Texas,Automatic,Compact,"Crossovers,Sport Utilities",24998.0,4D Sport Utility
Honda,CR-V,2014,4WD,4,163,Gas,Gray,Gray,185,52469,30,22,Texas,Automatic,Compact,"Crossovers,Sport Utilities",19998.0,4D Sport Utility
Honda,Civic,2019,2WD,4,192,Turbo Gas,Black,White,205,34110,,,Texas,Manual 6 Speed,Compact,Sedans,26998.0,4D Sedan
Subaru,Ascent,2020,4WD,4,,,Gray,Gray,,37172,,,Texas,Automatic,,Sport Utilities,36998.0,4D Sport Utility
Ford,Ranger,2021,4WD,4,310,Turbo Gas,Black,Gray,270,3265,,,Texas,Automatic,Compact,Pickup Trucks,36998.0,4D Crew Cab
Land Rover,Range Rover Evoque,2018,4WD,4,,,Black,Black,,40727,,,Texas,Automatic,Compact,Sport Utilities,34998.0,4D Sport Utility
Honda,Odyssey,2021,2WD,6,262,Gas,Black,White,280,4715,,,Texas,Automatic,Mid-size,Minivans and Vans,44998.0,4D Pass Van
Honda,Civic,2019,2WD,4,295,Turbo Gas,Red,White,306,13193,,,Texas,Manual 6 Speed,Compact,Sedans,41998.0,4D Hatchback
Toyota,4Runner,2013,2WD,6,278,Gas,Tan,Black,270,89476,22,17,Texas,Automatic,Mid-size,Sport Utilities,28998.0,4D Sport Utility
Ford,Expedition EL,2017,2WD,6,420,Turbo Gas,Black,Red,365,92899,20,15,Texas,Automatic,Full-size,Sport Utilities,33998.0,4D Sport Utility
Tesla,Model Y,2020,4WD,2,,Electric,Black,Gray,,8756,,,Texas,Automatic,,"Sport Utilities,Electric Vehicles",58998.0,4D Sport Utility
Ford,F150,2013,4WD,8,380,Gas,Black,Black,360,81416,19,14,Texas,Automatic,Full-size,Pickup Trucks,31998.0,4D Crew Cab
Ram,1500,2018,2WD,8,410,Gas,Gray,White,395,27386,25,17,Texas,Automatic,,Pickup Trucks,27998.0,2D Regular Cab
Jeep,Compass,2016,2WD,4,141,Gas,Black,Black,158,31803,30,23,Texas,Manual 5 Speed,Compact,"Crossovers,Sport Utilities",19998.0,4D Sport Utility
Volkswagen,GTI,2021,2WD,4,258,Turbo Gas,Black,Black,228,10609,,,Texas,Manual 6 Speed,Compact,Sedans,29998.0,4D Hatchback
Toyota,4Runner,2018,4WD,6,278,Gas,Black,White,270,16125,20,17,Texas,Automatic,Mid-size,Sport Utilities,45998.0,4D Sport Utility
Jeep,Cherokee,2019,4WD,6,239,Gas,Black,White,271,27864,24,18,Texas,Automatic,Mid-size,Sport Utilities,30998.0,4D Sport Utility
Toyota,RAV4,2019,2WD,4,184,Gas,Gray,Blue,203,45220,35,26,Texas,Automatic,Compact,"Crossovers,Sport Utilities",29998.0,4D Sport Utility
Lexus,RX 350,2018,2WD,6,263,Gas,Brown,White,290,16680,26,19,Texas,Automatic,Mid-size,"Crossovers,Luxury Vehicles,Sport Utilities",41998.0,4D Sport Utility
Honda,Accord,2015,2WD,4,181,Gas,Black,Black,185,44417,36,27,Texas,Automatic,Mid-size,Sedans,20998.0,4D Sedan
Toyota,Tacoma,2018,2WD,4,180,Gas,Gray,Gray,159,22217,23,20,Texas,Automatic,Mid-size,Pickup Trucks,29998.0,4D Crew Cab
Ford,F150,2016,2WD,8,,,Black,Silver,,46636,,,Texas,Automatic,Full-size,Pickup Trucks,38998.0,4D Crew Cab
Lexus,ES 350,2015,2WD,6,248,Gas,Black,Black,268,119259,31,21,Texas,Automatic,Mid-size,"Luxury Vehicles,Sedans",20998.0,4D Sedan
Ford,Expedition,2015,2WD,6,420,Turbo Gas,Black,Red,365,118983,22,16,Texas,Automatic,Full-size,Sport Utilities,27998.0,4D Sport Utility
Ford,F150,2013,4WD,8,434,Gas,Black,Black,411,100651,16,11,Texas,Automatic,Full-size,Pickup Trucks,39998.0,4D Crew Cab
GMC,Canyon,2016,2WD,6,269,Gas,Tan,White,305,96090,26,18,Texas,Automatic,Compact,Pickup Trucks,26998.0,4D Crew Cab
Chrysler,Pacifica,2017,2WD,6,262,Gas,Black,Blue,287,57579,28,19,Texas,Automatic,Mid-size,Minivans and Vans,27998.0,4D Pass Van
Audi,SQ5,2020,4WD,6,369,Turbo Gas,Black,White,349,21996,23,18,Texas,Automatic,Mid-size,"Crossovers,Luxury Vehicles,Sport Utilities",48998.0,4D Sport Utility
GMC,Sierra 1500,2018,4WD,8,383,Gas,Brown,White,355,39125,22,16,Texas,Automatic,Full-size,Pickup Trucks,44998.0,4D Crew Cab
Chevrolet,Equinox,2020,4WD,4,203,Turbo Gas,Gray,Gray,170,47153,30,25,Texas,Automatic,Mid-size,"Crossovers,Sport Utilities",23998.0,4D Sport Utility
Honda,Pilot,2020,2WD,6,262,Gas,Gray,Blue,280,26082,27,19,Texas,Automatic,Mid-size,"Crossovers,Sport Utilities",34998.0,4D Sport Utility
Nissan,Frontier,2016,2WD,6,,,Gray,Black,,53722,,,Texas,Automatic,Compact,Pickup Trucks,21998.0,4D Crew Cab
Jeep,Renegade,2017,2WD,4,184,Turbo Gas,Black,Gray,160,38327,30,22,Texas,Manual 6 Speed,,"Crossovers,Sport Utilities",17998.0,4D Sport Utility
Jaguar,F-Type,2019,2WD,4,,,Red,White,,9805,,,Texas,Automatic,Compact,Coupes,54998.0,2D Coupe
Ram,1500 Classic,2019,2WD,8,410,Gas,Gray,White,395,57862,22,15,Texas,Automatic,,Pickup Trucks,31998.0,4D Crew Cab
Acura,RDX,2016,2WD,6,252,Gas,Tan,White,279,54401,29,20,Texas,Automatic,Compact,"Crossovers,Luxury Vehicles,Sport Utilities",25998.0,4D Sport Utility
Ford,Fusion,2018,2WD,4,,Turbo Gas,Tan,White,,20816,,,Texas,Automatic,Mid-size,Sedans,21998.0,4D Sedan
Honda,Civic,2018,2WD,4,162,Turbo Gas,Black,Black,174,34329,42,32,Texas,Automatic,Compact,Sedans,22998.0,4D Sedan
Honda,Fit,2019,2WD,4,113,Gas,Black,Black,128,4719,40,33,Texas,Automatic,Compact,"Sedans,Wagons",20998.0,4D Hatchback
Kia,Soul,2019,2WD,4,150,Gas,Black,Red,161,11598,30,25,Texas,Automatic,Compact,"Sport Utilities,Wagons",20998.0,4D Wagon
Lexus,RX 350,2016,4WD,6,267,Gas,Black,Black,295,41491,26,19,Texas,Automatic,Mid-size,"Crossovers,Luxury Vehicles,Sport Utilities",35998.0,4D Sport Utility
Hyundai,Elantra,2019,2WD,4,132,Gas,Gray,Black,147,33293,37,28,Texas,Automatic,Compact,Sedans,19998.0,4D Sedan
Honda,Civic,2018,2WD,4,162,Turbo Gas,Black,Blue,174,35364,42,32,Texas,Automatic,Compact,Sedans,23998.0,4D Sedan
Honda,Civic,2018,2WD,4,162,Turbo Gas,Black,Gray,174,29965,40,31,Texas,Automatic,Compact,Sedans,24998.0,4D Hatchback
GMC,Sierra 1500,2011,4WD,8,335,Gas,Black,Gray,315,84120,21,15,Texas,Automatic,Full-size,Pickup Trucks,28998.0,4D Crew Cab
Toyota,Tacoma,2021,2WD,6,,,Gray,Gray,,13222,,,Texas,Automatic,Mid-size,Pickup Trucks,36998.0,4D Crew Cab
Ford,F150,2014,2WD,6,278,Gas,Gray,Silver,302,106454,23,17,Texas,Automatic,Full-size,Pickup Trucks,24998.0,4D Crew Cab
Ford,F150,2014,2WD,6,,,Gray,Silver,,69692,,,Texas,Automatic,Full-size,Pickup Trucks,28998.0,4D Crew Cab
Chevrolet,Silverado 1500,2015,4WD,8,,,Black,Red,,117432,,,Texas,Automatic,Full-size,Pickup Trucks,29998.0,4D Crew Cab
Dodge,Grand Caravan,2020,2WD,6,,,Black,Red,,14399,,,Texas,Automatic,Full-size,Minivans and Vans,29998.0,4D Pass Van
Ford,Expedition,2016,2WD,8,,,Brown,Brown,,46918,,,Texas,Automatic,Full-size,Sport Utilities,40998.0,4D Sport Utility
Ford,Mustang,2018,2WD,4,350,Turbo Gas,Black,White,310,20581,,,Texas,Manual 6 Speed,Mid-size,"Coupes,Sports Cars",25998.0,2D Coupe
Toyota,Corolla,2014,2WD,4,126,Gas,Tan,White,140,83777,40,30,Texas,Automatic,Compact,Sedans,16998.0,4D Sedan
Chevrolet,Colorado,2021,4WD,6,275,Gas,Black,Black,308,2495,,17,Texas,Automatic,Compact,Pickup Trucks,39998.0,4D Crew Cab
Toyota,Sienna,2015,2WD,6,245,Gas,Tan,Blue,266,99019,25,18,Texas,Automatic,Mid-size,Minivans and Vans,20998.0,4D Pass Van
Chevrolet,Silverado 1500,2017,4WD,8,383,Gas,Black,Black,355,38627,20,15,Texas,Automatic,Full-size,Pickup Trucks,46998.0,4D Crew Cab
Chevrolet,Silverado 1500,2016,2WD,6,,Hybrid,Black,Black,,49372,24,18,Texas,Automatic,Full-size,Pickup Trucks,33998.0,4D Crew Cab
Chevrolet,Silverado 1500,2018,2WD,8,383,Gas,Tan,Black,355,28522,23,16,Texas,Automatic,Full-size,Pickup Trucks,36998.0,4D Crew Cab
GMC,Yukon,2016,4WD,8,460,Gas,Gray,Black,420,104174,21,15,Texas,Automatic,Full-size,Sport Utilities,39998.0,4D Sport Utility
Ford,F150,2018,2WD,6,265,Gas,Gray,White,290,56864,25,20,Texas,Automatic,Full-size,Pickup Trucks,25998.0,2D Regular Cab
Chevrolet,Spark,2018,2WD,4,94,Gas,Black,White,98,57010,38,30,Texas,Automatic,Compact,Sedans,13599.0,4D Hatchback
Audi,Q8,2019,4WD,6,369,Hybrid,Black,Black,335,10510,22,17,Texas,Automatic,,Sport Utilities,71998.0,4D Sport Utility
Chevrolet,Traverse,2020,2WD,6,266,Gas,Black,Silver,310,18666,27,18,Texas,Automatic,Mid-size,Sport Utilities,36998.0,4D Sport Utility
Chevrolet,Impala Limited,2016,2WD,6,262,Gas,Gray,White,300,59285,30,18,Texas,Automatic,Full-size,Sedans,17998.0,4D Sedan
Lexus,IS 250,2015,2WD,6,185,Gas,Black,Red,204,80831,30,21,Texas,Automatic,Mid-size,"Luxury Vehicles,Sedans",23998.0,4D Sedan
Toyota,Corolla,2013,2WD,4,128,Gas,Tan,Black,132,18498,34,26,Texas,Automatic,Compact,Sedans,17998.0,4D Sedan
Chevrolet,Malibu,2015,2WD,4,191,Gas,Gray,Silver,196,13951,36,25,Texas,Automatic,Mid-size,Sedans,19998.0,4D Sedan
Toyota,Camry,2017,2WD,4,,,Gray,Gray,,81997,,,Texas,Automatic,Mid-size,Sedans,17998.0,4D Sedan
Toyota,4Runner,2020,2WD,6,278,Gas,Gray,Gray,270,38637,19,16,Texas,Automatic,Mid-size,Sport Utilities,37998.0,4D Sport Utility
Ford,Escape,2016,2WD,4,170,Gas,Black,Black,168,81451,31,22,Texas,Automatic,Compact,"Crossovers,Sport Utilities",16998.0,4D Sport Utility
Dodge,Journey,2020,2WD,4,166,Gas,Black,Silver,173,5622,,,Texas,Automatic,Mid-size,Sport Utilities,26998.0,4D Sport Utility
Ford,F150,2016,2WD,6,375,Turbo Gas,Black,Silver,325,90610,26,19,Texas,Automatic,Full-size,Pickup Trucks,29998.0,4D Crew Cab
Ford,Mustang,2017,2WD,8,400,Gas,Black,Blue,435,30915,25,15,Texas,Manual 6 Speed,Mid-size,"Coupes,Sports Cars",32998.0,2D Coupe
Lexus,IS 250,2015,2WD,6,185,Gas,Black,Silver,204,76899,30,21,Texas,Automatic,Mid-size,"Luxury Vehicles,Sedans",24998.0,4D Sedan
Volkswagen,Passat,2020,2WD,4,207,Turbo Gas,Black,Gray,174,13953,34,23,Texas,Automatic,Mid-size,Sedans,25998.0,4D Sedan
GMC,Canyon,2016,2WD,6,269,Gas,Black,Black,305,49971,26,18,Texas,Automatic,Compact,Pickup Trucks,27998.0,4D Crew Cab
Honda,CR-V,2017,2WD,4,,,Gray,Gray,,42133,,,Texas,Automatic,Compact,Sport Utilities,23998.0,4D Sport Utility
Toyota,Corolla Hatchback,2019,2WD,4,155,Gas,Gray,Red,168,2072,42,32,Texas,Automatic,Compact,Sedans,23998.0,4D Hatchback
Lincoln,MKZ Hybrid,2016,2WD,4,129,Hybrid,Black,Green,188,75485,39,41,Kansas,Automatic,Mid-size,"Luxury Vehicles,Sedans,Hybrids",21998.0,4D Sedan
Hyundai,Elantra,2018,2WD,4,132,Gas,Black,Silver,147,38355,37,28,Kansas,Automatic,Compact,Sedans,18998.0,4D Sedan
Chevrolet,Silverado 1500,2015,4WD,8,383,Gas,Black,Gray,355,60586,22,16,Texas,Automatic,Full-size,Pickup Trucks,39998.0,4D Crew Cab
Ford,F150,2019,2WD,8,400,Gas,Black,Gray,395,38363,26,20,Texas,Automatic,Full-size,Pickup Trucks,36998.0,4D Crew Cab
Nissan,Armada,2017,2WD,8,394,Gas,Black,Silver,390,68888,19,14,Texas,Automatic,Full-size,Sport Utilities,31998.0,4D Sport Utility
Chevrolet,Colorado,2012,2WD,5,242,Gas,Tan,Silver,242,39401,23,17,Mississippi,Automatic,Compact,Pickup Trucks,24998.0,4D Crew Cab
Toyota,RAV4 Hybrid,2018,4WD,4,152,Hybrid,Gray,Blue,194,13115,30,34,Texas,Automatic,,"Sport Utilities,Hybrids",33998.0,4D Sport Utility
Honda,Accord,2012,2WD,4,161,Gas,Black,Gray,177,63652,34,23,Texas,Automatic,Mid-size,Sedans,16998.0,4D Sedan
BMW,M5,2016,2WD,8,,,Gray,Blue,,52261,,,Texas,Automatic,Mid-size,"Luxury Vehicles,Sedans,Sports Cars",50998.0,4D Sedan
Toyota,Camry,2020,2WD,4,186,Gas,Black,White,206,2325,,27,Texas,Automatic,Mid-size,Sedans,31998.0,4D Sedan
Porsche,Cayenne,2014,4WD,6,295,Gas,Black,White,300,17705,23,17,Texas,Automatic,Mid-size,"Luxury Vehicles,Sport Utilities,Sports Cars",46998.0,4D Sport Utility
Nissan,Titan,2019,2WD,8,394,Gas,Black,Black,390,17094,21,15,Texas,Automatic,Full-size,Pickup Trucks,35998.0,4D Extended Cab
Chevrolet,Silverado 1500,2018,4WD,6,305,Gas,Black,White,285,40731,22,17,Texas,Automatic,Full-size,Pickup Trucks,31998.0,4D Extended Cab
Nissan,Pathfinder,2020,2WD,6,259,Gas,Black,Blue,284,12615,27,20,Texas,Automatic,Mid-size,Sport Utilities,40998.0,4D Sport Utility
Volkswagen,Tiguan,2019,2WD,4,221,Turbo Gas,Gray,Red,184,7541,29,22,Texas,Automatic,Compact,"Luxury Vehicles,Sport Utilities",28998.0,4D Sport Utility
Jeep,Grand Cherokee,2019,2WD,6,260,Gas,Tan,Gray,293,38651,26,19,Texas,Automatic,Mid-size,Sport Utilities,32998.0,4D Sport Utility
GMC,Acadia,2017,2WD,6,271,Gas,Black,White,310,33090,25,18,Texas,Automatic,Mid-size,"Crossovers,Sport Utilities",32998.0,4D Sport Utility
Chevrolet,Corvette,2014,2WD,8,460,Gas,Black,Black,455,5173,29,17,Kansas,Automatic,Compact,"Coupes,Sports Cars",53998.0,2D Coupe
GMC,Yukon,2016,4WD,8,460,Gas,Black,Black,420,100899,21,15,Kansas,Automatic,Full-size,Sport Utilities,39998.0,4D Sport Utility
Nissan,Titan,2021,4WD,8,,,Black,Brown,,5051,,,Kansas,Automatic,Full-size,Pickup Trucks,59998.0,4D Crew Cab
Ram,1500,2021,2WD,8,410,Gas,Gray,Gray,395,9833,,,Texas,Automatic,,Pickup Trucks,39998.0,4D Crew Cab
Honda,CR-V,2016,2WD,4,181,Gas,Gray,Silver,185,61670,33,26,Texas,Automatic,Compact,"Crossovers,Sport Utilities",21998.0,4D Sport Utility
Genesis,G80,2020,2WD,6,376,Turbo Gas,Gray,White,365,9149,25,17,Mississippi,Automatic,Mid-size,"Luxury Vehicles,Sedans,Sports Cars",49998.0,4D Sedan
Kia,Soul,2016,2WD,4,151,Gas,Black,Black,164,42915,31,24,Mississippi,Automatic,Compact,"Sport Utilities,Wagons",18998.0,4D Wagon
Lexus,ES 350,2019,2WD,6,267,Gas,Black,Gray,302,35890,31,22,Mississippi,Automatic,Mid-size,"Luxury Vehicles,Sedans",37998.0,4D Sedan
Ford,Mustang,2019,2WD,8,420,Gas,Black,Gray,460,5218,,,Louisiana,Manual 6 Speed,Mid-size,"Coupes,Sports Cars",38998.0,2D Coupe
Chevrolet,Trax,2020,2WD,4,,,Black,Gray,,50883,,,Tennessee,Automatic,,Sport Utilities,19998.0,4D Sport Utility
Chevrolet,Silverado 1500,2020,4WD,8,,,Black,Black,,9666,,,Tennessee,Automatic,Full-size,Pickup Trucks,51998.0,4D Crew Cab
Nissan,Versa,2020,2WD,4,,,Black,White,,17515,,,Tennessee,Automatic,Compact,Sedans,19998.0,4D Sedan
Kia,Cadenza,2016,2WD,6,255,Gas,Black,White,293,67612,28,19,Texas,Automatic,Full-size,Sedans,22998.0,4D Sedan
Ford,EcoSport,2019,2WD,3,125,Turbo Gas,Black,Blue,123,5233,29,27,Texas,Automatic,Mid-size,"Crossovers,Sport Utilities",21998.0,4D Sport Utility
